,dualcl,Triviews(supcon-cl),Triviews(no-cl),Triviews(no-translated)
0,1.0,1.0,1.0,1.0
1,1.0,0.990260941211036,0.990260941211036,1.0
2,1.0140206179185562,0.990260941211036,0.990260941211036,1.0
3,1.0140206179185562,0.990260941211036,0.990260941211036,1.0140206179185562
4,1.0140206179185562,0.974409903342343,0.990260941211036,1.0140206179185562
5,1.0140206179185562,0.9738418185456224,0.989683615197047,1.0140206179185562
6,1.0140206179185562,0.9738418185456224,0.989683615197047,1.0140206179185562
7,0.9933263195936878,0.9738418185456224,0.989683615197047,1.0140206179185562
8,0.9933263195936878,0.9738418185456224,0.989683615197047,1.0140206179185562
9,0.9933263195936878,0.9738418185456224,0.989683615197047,1.0003796564519325
10,1.0003811760931518,0.9738418185456224,0.989683615197047,1.0003796564519325
11,1.0003811760931518,0.980758291156382,0.9967126002821718,1.0074846075460888
12,1.0003811760931518,0.980758291156382,0.9967126002821718,0.9869985725639686
13,1.0003811760931518,0.9909953899033218,0.9967126002821718,0.9973008070100444
14,1.0003811760931518,1.0106458386684016,1.016476415618654,0.9973008070100444
15,1.0003811760931518,1.022942065077354,1.0288435809179,0.9973008070100444
16,1.0003811760931518,1.0014089898456078,1.007186277942556,0.9973008070100444
17,1.0003811760931518,1.0014089898456078,1.007186277942556,0.9973008070100444
18,1.0253144780986148,1.0014089898456078,1.007186277942556,0.9973008070100444
19,1.0019661492459155,1.0014089898456078,1.007186277942556,1.022157334507477
20,1.0019661492459155,1.0014089898456078,1.007186277942556,1.022157334507477
21,1.0019661492459155,1.00305406426304,1.0088408430565436,1.022157334507477
22,1.0019661492459155,1.0117666940811445,1.0088408430565436,1.022157334507477
23,0.9919242847526956,1.0117666940811445,1.0088408430565436,1.022157334507477
24,0.9916778961987154,1.0016266069650654,1.0088408430565436,1.022157334507477
25,0.9916778961987154,1.0016266069650654,1.0088408430565436,1.0219034362296944
26,0.9916778961987154,1.0016266069650654,1.0088408430565436,1.037457019739037
27,0.9884084710501224,1.0038943639163538,1.0088408430565436,1.037457019739037
28,0.9884084710501224,1.0038943639163538,1.0088408430565436,1.037457019739037
29,0.9884084710501224,1.0038943639163538,1.0088408430565436,1.020552641041739
30,0.9884084710501224,1.0038943639163538,1.0088408430565436,1.0078426009836805
31,1.0032194661333962,1.051876717647384,1.0088408430565436,1.0078426009836805
32,1.0032194661333962,1.051876717647384,1.0088408430565436,1.0078426009836805
33,1.0074124787814216,1.0296117573251082,1.0088408430565436,1.0078426009836805
34,1.0074124787814216,1.0296117573251082,1.0088408430565436,1.0078426009836805
35,0.9813493745038128,1.0296117573251082,1.0088408430565436,1.0221899803579646
36,0.9813493745038128,1.00297432810736,0.9827407850903188,1.0221899803579646
37,0.9905191470236284,1.00297432810736,0.9827407850903188,1.0221899803579646
38,1.0160812852856158,1.012346165162445,0.9827407850903188,1.0221899803579646
39,1.0160812852856158,1.012346165162445,0.9827407850903188,1.0221899803579646
40,1.0160812852856158,1.012346165162445,0.9827407850903188,1.0221899803579646
41,1.0217323115315489,1.012346165162445,0.9827407850903188,1.0221899803579646
42,1.032481569606439,1.012346165162445,0.9882063851854264,1.0278749806536929
43,1.032481569606439,1.022996675151842,0.998602929706652,1.0386888634203124
44,1.0690339943197538,1.022996675151842,0.998602929706652,1.0386888634203124
45,1.0690339943197538,1.022996675151842,0.998602929706652,1.0754610418284958
46,1.0690339943197538,1.022996675151842,0.998602929706652,1.0754610418284958
47,1.0690339943197538,0.99742964202273,0.9736455522226553,1.0754610418284958
48,1.0690339943197538,0.99742964202273,0.9736455522226553,1.0754610418284958
49,1.070354575553938,0.99742964202273,0.9736455522226553,1.065897664546192
50,1.070354575553938,0.99742964202273,0.9748482997983584,1.0672143714618183
