,dualcl,Triviews(supcon-cl),Triviews(no-cl),Triviews(no-translated)
0,1.0,1.0,1.0,1.0
1,1.0004194530695365,1.0,1.0,1.0303526512860857
2,1.0004194530695365,1.0,1.0,1.0303526512860857
3,1.0004194530695365,1.0,1.0,1.0307848358683729
4,1.0004194530695365,1.0,1.0,1.0307848358683729
5,1.0055897985032634,1.0,1.0,1.0307848358683729
6,1.0055897985032634,1.0,1.0,1.0307848358683729
7,1.0055897985032634,1.0,1.0,1.0307848358683729
8,1.0172488108646365,1.0,1.0,1.0194899657547662
9,1.0248448429023589,1.0,0.970257387770833,1.0194899657547662
10,1.0297910640730643,1.0,0.970257387770833,1.0194899657547662
11,1.0297910640730643,1.0,0.970257387770833,1.027102733014162
12,1.0297910640730643,1.0,0.970257387770833,1.027102733014162
13,1.0297910640730643,1.0,0.970257387770833,1.027102733014162
14,1.0297910640730643,1.0,1.0001678672573744,1.027102733014162
15,1.0297910640730643,1.0,1.0001678672573744,1.0301157545915316
16,1.0297910640730643,1.0,1.0001678672573744,1.0301157545915316
17,1.0297910640730643,1.0,0.9945544150244444,1.0301157545915316
18,1.0297910640730643,1.0,0.9945544150244444,1.0301157545915316
19,1.0297910640730643,1.0,0.9945544150244444,1.0301157545915316
20,1.022855650097853,1.0,0.9945544150244444,1.0085825582070158
21,1.0175913403782004,1.0,0.9945544150244444,1.0085825582070158
22,1.0175913403782004,1.0,0.9945544150244444,1.0085825582070158
23,1.01703433085438,1.0,0.9945544150244444,1.0085825582070158
24,1.024116402300982,1.0,0.9945544150244444,1.0591027720222392
25,1.024116402300982,1.0,0.9945544150244444,1.0591027720222392
26,1.024116402300982,1.0,0.9945544150244444,1.0591027720222392
27,1.024116402300982,1.0,0.9945544150244444,1.0591027720222392
28,1.0169721423209788,1.0,0.9945544150244444,1.0722306958082888
29,1.0248152677562985,1.0,0.9945544150244444,1.0722306958082888
30,1.0248152677562985,1.0,0.9945544150244444,1.0722306958082888
31,1.0248152677562985,1.0,0.9945544150244444,1.0722306958082888
32,1.0248152677562985,1.0,0.9945544150244444,1.0722306958082888
33,1.0248152677562985,1.0,0.9945544150244444,1.0722306958082888
34,1.0248152677562985,1.0,0.9945544150244444,1.0722306958082888
35,1.0248152677562985,1.0,0.9945544150244444,1.0722306958082888
36,1.0248152677562985,1.0,0.9945544150244444,1.0722306958082888
37,1.0248152677562985,1.0,0.9945544150244444,1.0854874720248866
38,1.0248152677562985,1.0,0.9945544150244444,1.0854874720248866
39,1.0248152677562985,1.0,0.9945544150244444,1.0854874720248866
40,1.0248152677562985,1.0,0.9945544150244444,1.0854874720248866
41,1.0248152677562985,1.0,0.9945544150244444,1.0854874720248866
42,1.009312715066378,1.0,0.9945544150244444,1.0854874720248866
43,1.009312715066378,1.0,0.9945544150244444,1.0854874720248866
44,1.009312715066378,1.0,0.9945544150244444,1.0690671207101012
45,1.042474807759928,1.0,0.9945544150244444,1.0690671207101012
46,1.0806901674348062,1.0,0.9945544150244444,1.0690671207101012
47,1.0806901674348062,1.0,0.9945544150244444,1.0690671207101012
48,1.1106078147274572,1.0,0.9945544150244444,1.108257309509303
49,1.1106078147274572,1.0,0.9945544150244444,1.108257309509303
50,1.1106078147274572,1.0,0.9945544150244444,1.108257309509303
51,1.1106078147274572,1.0,0.9945544150244444,1.108257309509303
52,1.1106078147274572,1.0,0.9945544150244444,1.108257309509303
53,1.1106078147274572,1.0,0.9945544150244444,1.108257309509303
54,1.1106078147274572,1.0,0.9945544150244444,1.108257309509303
55,1.1106078147274572,1.0,0.9945544150244444,1.108257309509303
56,1.139214605617204,1.0,0.9945544150244444,1.108257309509303
57,1.139214605617204,1.0,0.9945544150244444,1.099636867575423
58,1.139214605617204,1.0,0.9945544150244444,1.127961071230613
59,1.139214605617204,1.0,0.9945544150244444,1.1227887880084582
60,1.139214605617204,1.0,0.9945544150244444,1.1227887880084582
61,1.139214605617204,1.0,0.9945544150244444,1.1227887880084582
62,1.139214605617204,1.0,0.9945544150244444,1.1227887880084582
63,1.139214605617204,1.0,0.9945544150244444,1.1227887880084582
64,1.139214605617204,1.0,0.9945544150244444,1.1227887880084582
65,1.139214605617204,1.0,0.9945544150244444,1.1227887880084582
66,1.139214605617204,1.0,0.9945544150244444,1.1227887880084582
67,1.139214605617204,1.0,0.9945544150244444,1.1130919138219677
68,1.139214605617204,1.0,0.9945544150244444,1.1130919138219677
69,1.1345983426115442,1.0,0.9945544150244444,1.1130919138219677
70,1.1345983426115442,1.0,0.9945544150244444,1.111855153862895
71,1.1345983426115442,1.0,0.9945544150244444,1.10734975532857
72,1.1345983426115442,1.0,0.9945544150244444,1.0688332414852066
73,1.1345983426115442,1.0,0.9945544150244444,1.0688332414852066
74,1.1345983426115442,1.0,0.9945544150244444,1.0688332414852066
75,1.1166581822664767,1.0,0.9945544150244444,1.0465014268301691
76,1.1166581822664767,1.0,0.9945544150244444,1.0465014268301691
77,1.1166581822664767,1.0,0.9945544150244444,1.0465014268301691
78,1.1094551011617586,1.0,0.9945544150244444,1.054341711527338
79,1.1094551011617586,1.0,0.9945544150244444,1.054341711527338
80,1.1094551011617586,1.0,0.9945544150244444,1.047540607142105
81,1.1408922918966489,1.0,0.960833926953142,1.047540607142105
82,1.1330330150169434,1.0,0.960833926953142,1.047540607142105
83,1.1103797056542597,1.0,0.9880598321696304,1.047540607142105
84,1.1103797056542597,1.0,0.9880598321696304,1.047540607142105
85,1.116088626555499,1.0,0.9880598321696304,1.047540607142105
86,1.117746047184469,1.0,0.9880598321696304,1.047540607142105
87,1.117746047184469,1.0,0.9880598321696304,1.047540607142105
88,1.117746047184469,1.0,0.989527126710162,1.0490962321799833
89,1.117746047184469,1.0,0.989527126710162,1.0490962321799833
90,1.117746047184469,1.0,0.989527126710162,1.0490962321799833
91,1.120498214903966,1.0,0.989527126710162,1.0490962321799833
92,1.120498214903966,1.0,0.989527126710162,1.0738310384524583
93,1.120498214903966,1.0,0.9919635876778016,1.0764750765393452
94,1.120498214903966,1.0,0.9919635876778016,1.0764750765393452
95,1.120498214903966,1.0,0.9919635876778016,1.0764750765393452
96,1.120498214903966,1.0,0.9919635876778016,1.0764750765393452
97,1.120498214903966,1.0,0.9919635876778016,1.0622300332887145
98,1.120498214903966,1.0,1.0160747719247782,1.088049150404952
99,1.1176657620335235,1.0,1.0160747719247782,1.088049150404952
100,1.1176657620335235,1.0,1.0160747719247782,1.088049150404952
101,1.103326128116676,1.0,1.0160747719247782,1.0852987239444234
102,1.103326128116676,1.0,1.0160747719247782,1.0852987239444234
103,1.0904333449465653,1.0,1.0160747719247782,1.0852987239444234
104,1.1101031704263282,1.0,1.0160747719247782,1.0852987239444234
105,1.1101031704263282,1.0,1.0042015538569646,1.0852987239444234
106,1.1101031704263282,1.0,1.0042015538569646,1.0852987239444234
107,1.1101031704263282,1.0,1.0042015538569646,1.0852987239444234
108,1.1101031704263282,1.0,1.0042015538569646,1.0852987239444234
109,1.0933036779156575,0.993972788109032,1.0042015538569646,1.0852987239444234
110,1.102285517281431,0.993972788109032,1.0042015538569646,1.0852987239444234
